Id,description
6900,"Statistiche anno 23/24: nella scorsa stagione Modesto ha disputato 26 partite con 10 gol, 7 assist e 0 malus.
Gestione al Fantacalcio: esterno portoghese con caratteristiche sicuramente più offensive rispetto ai laterali presenti in rosa. Può ritagliarsi spazio importante, anche da subentrato. Il ballottaggio con chi gli sta davanti non è assolutamente definito: in chiave Fantacalcio può rappresentare una piacevolissima sorpresa, soprattutto in termini di bonus. Per caratteristiche potrebbe essere valorizzato tanto da Runjaic che aspettava un esterno come lui.
Note positive: prezzo molto basso, propenso al bonus.
Note negative: concorrenza molto folta, soprattutto all'inizio potrebbero non mancare le panchine.
In chiave Mantra: jolly molto duttile e intrigante per chi utilizza moduli con due esterni puri come il 3412 o 343, lui può essere una scommessina intrigante da ultimo slot."
6904,"Statistiche anno 23/24: nella scorsa stagione Yeboah ha disputato 44 partite con 4 gol, 6 assist e 1 ammonizione.
Gestione al Fantacalcio: fantasista che approda a Venezia per dare una valida alternativa sulla trequarti. Profilo di stampo offensivo, con il vizio del bonus, che può tornare parecchio utile anche e soprattutto a gara in corso come ricambio dei due titolari. Andrà spesso a voto e al Fantacalcio può rappresentare una scommessina molto intrigante per chiudere il proprio reparto di centrocampo.
Note positive: profilo poco conosciuto, lo acquisterete probabilmente al prezzo minimo. Incline al bonus.
Note negative: primo anno in Serie A, leggermente dietro nelle gerarchie. Potrebbe giocare quasi sempre da subentrato.
In chiave Mantra: duttile jolly di copertura che in leghe numerose e per chi utilizza moduli come il 4231 o 3421 può risultare intrigante nell'ultimo slot della vostra batteria di trequartisti."
1987,"Statistiche anno 23/24: nella scorsa stagione Jankto è andato a voto in 16 occasioni, 13 di queste da titolare. Per lui 1 gol, 2 assist e 0 malus con una MV del 5.84 e una FM del 6.16.
Gestione al Fantacalcio: entrerà stabilmente nelle rotazioni di Nicola, ma non si può definire titolare inamovibile. Probabilmente più mezzala che esterno, andrà comunque spesso a voto, anche a gara in corso. Al Fantacalcio può essere un affidabile 7/8 slot di copertura in leghe da almeno 10 partecipanti.
Note positive: garantirà almeno una ventina di presenze, il tutto ad un prezzo bassissimo. Pochi malus (0 cartellini nella scorsa stagione).
Note negative: potrebbe faticare a stabilirsi come titolare, inoltre tatticamente si potrebbe creare un po' di confusione sulla sua collocazione.
In chiave Mantra: non è un titolare inamovibile, ma è duttile e in quest'altra sfaccettatura del nostro gioco preferito ricopre dure ruoli preziosi. In leghe da almeno 10 partecipanti può essere un jolly di copertura low cost interessante."
2357,"Statistiche anno 23/24: nella scorsa stagione Cyprien ha disputato 19 partite con 2 gol e 3 assist.
Gestione al Fantacalcio: Pecchia ha fatto capire di volerlo ancora in rosa, ma non ci aspettiamo possa essere un gran protagonista con i crociati in Serie A. Calciatore che può senza dubbio tornare utile nel corso della stagione, spesso anche da subentrato. Al Fantacalcio è un profilo che non entusiasma, sotto diversi punti di vista.
Note positive: profilo low cost che può garantire 20/25 partite a voto.
Note negative: pochi bonus e soprattutto una titolarità sempre in discussione, la maggior parte delle presenze potrebbe essere da subentrato.
In chiave Mantra: acquisisce sicuramente valore potendo ricoprire anche il ruolo di M. Resta un profilo non titolatissimo, ma che può rendersi utile come ultima copertura in leghe numerose."
5516,"Statistiche anno 23/24: nella scorsa stagione Bianco non è mai andato a voto in Serie A.
Gestione al Fantacalcio: giovane centrocampista di talento che potrebbe rientrare nelle rotazioni in mediana di Nesta. Tutt'altro che un titolare inamovibile, ma un tassello utile nel corso di stagione. Al Fanta può rappresentare al massimo una scommessina da ultimissimo slot in leghe numerose.
Note positive: lo acquisterete al prezzo minimo e può garantire anche 15/20 partite a voto.
Note negative: potrebbe giocare poco, soprattutto da titolare. Non un profilo da bonus.
In chiave Mantra: acquista maggior valore potendo ricoprire anche il ruolo di M, ma parliamo comunque di una scommessina da ultimo slot in leghe da almeno 10/12 partecipanti."
6190,"Statistiche anno 23/24: nella scorsa stagione Pisilli ha disputato 33 presenze con 11 gol, 5 assist e 2 ammonizioni.
Gestione al Fantacalcio: giovanissimo talento che spera di rientrare più stabilmente nelle rotazioni a centrocampo in prima squadra. Al Fanta è un profilo che stuzzica soprattutto chi partecipa a leghe di tipo continuativo. Una scommessina intrigante per il futuro.
Note positive: lo acquisterete al prezzo minimo.
Note negative: potrebbe collezionare anche stavolta pochissime presenze.
In chiave Mantra: anche in questo caso interessante soprattutto per i Fanta continuativi."
6191,"Statistiche anno 23/24: nella scorsa stagione Belahyane è andato a voto in 2 occasioni, 1 di queste titolare. Per lui 0 bonus e 0 malus con una MV e una FM del 6.25.
Gestione al Fantacalcio: potrebbe entrare nelle rotazioni in mediana, consapevole però di partire dietro a tutti gli altri componenti del centrocampo scaligero. Avrà qualche occasione, ma per il Fantacalcio è un profilo tutt'altro che appetibile. Noi vi consigliamo di virare su altri calciatori più affidabili, sia in termini di titolarità che di bonus.
Note positive: lo acquisterete al prezzo minimo.
Note negative: rischia di giocare davvero poco, praticamente mai da titolare. Porta pochi bonus.
In chiave Mantra: in questo caso forse potrebbe tornare utile come ultimissimo slot in leghe da 12 partecipanti almeno."
6562,"Statistiche anno 23/24: nella scorsa stagione Dani Silva è andato a voto in 9 occasioni, 3 di queste titolare. Per lui 0 bonus e 2 ammonizioni con una MV del 5.83 e una FM del 5.72.
Gestione al Fantacalcio: entrerà stabilmente nelle rotazioni in mediana nel corso della prossima stagione. Non un titolare ai nastri di partenza, ma probabilmente la prima alternativa sia a Duda che a Serdar. Tuttavia al Fantacalcio è un profilo veramente poco appetibile. Al massimo un ultimissimo slot in leghe da 10/12 partecipanti.
Note positive: può garantire 10/15 presenze al prezzo minimo.
Note negative: rischia di giocare davvero poche partite da titolare.
In chiave Mantra: anche in questo caso può rappresentare al massimo una scommessina da ultimo slot in leghe da almeno 10/12 partecipanti."
6579,"Statistiche anno 23/24: nella scorsa stagione Mitrovic è andato a voto in 10 occasioni, 4 di queste titolare. Per lui 0 bonus e 0 malus con una MV e una FM del 5.90.
Gestione al Fantacalcio: talento promettente che potrebbe trovare più spazio nel corso della prossima stagione, soprattutto da subentrato. Un'arma interessante che al Fantacalcio però si presenta come una scommessina da ultimissimo slot in leghe da almeno 10/12 partecipanti.
Note positive: scommessina da acquistare al prezzo minimo, offensivo.
Note negative: rischia di giocare pochissimo da titolare.
In chiave Mantra: per chi utilizza moduli come il 3511 potrebbe rivelarsi una scommessina intrigante da ultimo slot in un pacchetto di 5/6 W."
6683,"Statistiche anno 23/24: nella scorsa stagione Doumbia ha disputato 33 partite con 2 gol, 1 assist e 2 ammonizioni.
Gestione al Fantacalcio: centrocampista difensivo che si è messo parecchio in mostra durante la pre-season e che potrebbe ritagliarsi un minimo di spazio nel corso della stagione. Un profilo utile, ma sicuramente non fantacalcistico. Infatti, per i nostri scopi è un tipo di calciatore sul quale si può serenamente sorvolare in sede d'asta, almeno inizialmente
Note positive: lo acquisterete al prezzo minimo e potrebbe raggiungere anche 10/15 presenze.
Note negative: rischia di giocare davvero poco, quasi mai da titolare.
In chiave Mantra: aumenta sicuramente l'appeal potendo ricoprire anche il ruolo di M. Al massimo può rappresentare una scommessina per l'ultimo slot nel vostro pacchetto di mediani, ma in leghe da almeno 12 partecipanti."
6889,"Statistiche anno 23/24: nella scorsa stagione Anjorin ha disputato 14 presenze con 2 gol, 0 assist e 0 malus.
Gestione al Fantacalcio: giovane talento reduce da annate turbolente per via di diversi acciacchi fisici, ma con grandi mezzi e che può far bene in Serie A. Fantasista che verosimilmente proverà a trovare spazio sulla trequarti, dando fastidio probabilmente soprattutto a Zurkowski. Al Fantacalcio può essere una scommessina davvero intrigante per l'ultimo slot, in leghe da almeno 10 partecipanti.
Note positive: incline al bonus, di stampo offensivo, potrebbe andare spesso a voto.
Note negative: parte leggermente dietro nelle gerarchie, potrebbe collezionare la maggior parte delle presenze da subentrato. Occhio ai problemini fisici.
In chiave Mantra: jolly duttile che in leghe da 10/12 partecipanti potrebbe tornare utile per chiudere la batteria di trequartisti, l'ideale per chi utilizza moduli come il 4231 o il 3421."
5286,"Statistiche anno 23/24: nella scorsa stagione Akpa Akpro è andato a voto in 14 occasioni, 8 di queste da titolare. Per lui 0 bonus e 5 ammonizioni con una MV del 5.82 e una FM del 5.64.
Gestione al Fantacalcio: rientrato alla Lazio dal prestito al Monza, dove non ha brillato particolarmente, spera di potersi ritagliare un minimo di spazio nel corso della stagione. Per i nostri scopi è un profilo non particolarmente appetibile, se non nei Fanta a quotazione a 1 credito.
Note positive: lo acquisterete al prezzo minimo e potrebbe regalarvi anche 10/15 partite a voto.
Note negative: rischia di non giocare quasi mai da titolare. Porta pochi bonus.
In chiave Mantra: nonostante acquisisca valore, anche in questo caso consigliamo generalmente di virare su altri profili."
5298,"Statistiche anno 23/24: nella scorsa stagione Pobega è andato a voto in 7 occasioni, 3 di queste da titolare. Per lui 0 bonus e 0 malus con una MV e una FM del 5.93.
Gestione al Fantacalcio: a Bologna dovrebbe sicuramente avere più spazio rispetto a quanto ne avrebbe avuto al Milan. Entrerà stabilmente nelle rotazioni in mediana, rendendosi utile anche a gara in corso in più di un'occasione nel corso della stagione. Italiano lo conosce bene e valorizza molto le mezzeali, al Fantacalcio è una scommessa intrigante per gli ultimi slot del vostro pacchetto di centrocampo.
Note positive: prezzo basso, andrà spessissimo a voto, può portare serenamente anche 4/5 bonus totali.
Note negative: parte dietro nelle gerarchie e la sensazione è che troverà spazio soprattutto da subentrato.
In chiave Mantra: acquisisce appeal potendo ricoprire anche il ruolo di M. Al Mantra è un profilo che intriga davvero molto, anche come prima alternativa ai vostri titolari di riferimento."
5421,"Statistiche anno 23/24: nella scorsa stagione Camara ha disputato 17 partite con 2 gol e 5 ammonizioni.
Gestione al Fantacalcio: potrebbe riuscire a ritagliarsi un minimo di spazio nella scorsa stagione, ma parte dietro nelle gerarchie. Non la prima riserva a centrocampo, tutt’altro. Inoltre un profilo neanche particolarmente prolifico, ragion per cui si potrebbe pensare anche di sorvolare inizialmente e rimandare un suo acquisto almeno fino all’asta di riparazione.
Note positive: lo acquisterete al prezzo minimo.
Note negative: occhio ai cartellini (5 gialli nella scorsa stagione), potrebbe giocare molto poco. Inoltre la maggior parte delle presenze sarà da subentrato.
In chiave Mantra: anche in questo caso parliamo di un profilo sul quale si può serenamente sorvolare."
5486,"Statistiche anno 23/24: nella scorsa stagione Crnigoj ha disputato 17 partite con 0 bonus e 3 ammonizioni.
Gestione al Fantacalcio: potrà mettere a disposizione del tecnico la sua esperienza, ma in chiave Fantacalcio parliamo di un calciatore tutt'altro che appetibile. Per i nostri scopi sicuramente meglio altri profili: di conseguenza vi consigliamo di virare direttamente su altri centrocampisti, magari più offensivi e più titolare visto che lui ha nessuna delle due caratteristiche appena citate.
Note positive: lo acquisterete al prezzo minimo.
Note negative: rischia di giocare davvero poco, soprattutto dal primo minuto. Porta più malus che bonus.
In chiave Mantra: anche in questo caso vi consigliamo di virare direttamente su altri profili per il ruolo di C."
5725,"Statistiche anno 23/24: nella scorsa stagione Kone ha disputato 14 partite con 0 gol, 1 assist, 1 espulsione 5 ammonizioni.
Gestione al Fantacalcio: centrocampista non appetibile per il Fantacalcio sotto diversi aspetti. Inoltre potrebbe trovare pochissimo spazio nella prossima stagione al Como: la concorrenza è folta e lui arriva da un bruttissimo infortunio. Sorvolate.
Note positive: lo acquisterete sicuramente al prezzo minimo.
Note negative: potrebbe giocare davvero pochissime partite, soprattutto dal 1’. Tanti malus e pochi bonus.
In chiave Mantra: pur essendo un mediano, alla stessa cifra potete assicurarvi calciatori più affidabili sotto diversi punti di vista."
5798,"Statistiche anno 23/24: nella scorsa stagione Lapadula è andato a voto in 14 occasioni, 7 di queste da titolare. Per lui 0 bonus e 1 ammonizione con una MV del 5.86 e una FM del 5.82.
Gestione al Fantacalcio: è il ricambio di Badelj, ma ovviamente dato il livello fantacalcistico dei calciatori sconsigliamo di formare una coppia. Per i nostri scopi è un profilo non appetibile, su cui poter sorvolare serenamente se non in leghe molto numerose.
Note positive: lo acquistereste al prezzo minimo.
Note negative: non porta bonus e non è titolare.
In chiave Mantra: una M in più non fa mai male, soprattutto in leghe numerose dove un mediano da 10/15 presenze può sempre far comodo. Inoltre, se partecipate a tornei da almeno 12 partecipanti, potreste anche pensare di prenderlo in coppia con Badelj."
5998,"Statistiche anno 23/24: nella scorsa stagione Zerbin è andato a voto in 16 occasioni, 8 di queste da titolare. Per lui 0 gol, 1 assist e 1 espulsione con una MV e una FM del 5.78.
Gestione al Fantacalcio: dovrebbe essere una delle prime alternative sulla corsia di destra, ovviamente a tutta fascia e non più avanzato. Tuttavia, parliamo di un calciatore da diversi anni in prima squadra ma sempre ai margini delle rotazioni ed è difficile pensare che la situazione possa cambiare di tanto. Una scommessa per l'ultimo slot al Fantacalcio, nulla in più.
Note positive: lo acquisterete al prezzo minimo. Può garantire 10/15 presenze da subentrato.
Note negative: ci aspettiamo possa giocare poco e praticamente mai da titolare.
In chiave Mantra: anche in questo caso parliamo di una scommessa da ultimo slot, magari in un pacchetto di 4/5 E per chi utilizza moduli con due esterni puri."
6015,
6024,"Statistiche anno 23/24: nella scorsa stagione Sulemana è andato a voto in 19 occasioni, 16 di queste da titolare. Per lui 2 gol e 4 ammonizioni con una MV del 5.89 e una FM del 6.13.
Gestione al Fantacalcio: arriva a Bergamo per prendere di fatto il posto di Adopo, dunque come riserva difensiva in mediana. Al Fantacalcio è un profilo tutt'altro che appetibile dunque, non solo per la titolarità non certa, ma anche per i pochi bonus che di solito offre. Potete sorvolare o al massimo rimandare all'asta di riparazione.
Note positive: lo pagherete il prezzo minimo, potrebbe garantire una decina di presenze.
Note negative: pochissimi bonus, partirà quasi sempre dalla panchina. Occhio ai cartellini (4 gialli 16 presenze da titolare nella scorsa stagione).
In chiave Mantra: pur essendo una M, non è comunque un profilo appetibilissimo. Al massimo, in leghe da 12 partecipanti come ultima riserva, ovviamente al prezzo minimo."
6203,"Statistiche anno 23/24: nella scorsa stagione Belardinelli non ha disputato neanche una partita.
Gestione al Fantacalcio: centrocampista di qualità che parte però dietro nelle gerarchie in casa Empoli. Proverà a ritagliarsi un minimo di spazio in Serie A, ma non ci aspettiamo che possa incidere al Fantacalcio.
Note positive: lo acquisterete al prezzo minimo.
Note negative: rischia di giocare davvero pochissimo, soprattutto mai da titolare.
In chiave Mantra: nonostante ricopra anche il ruolo di M, vi consigliamo comunque di virare su altri profili."
6410,"Statistiche anno 23/24: nella scorsa stagione Kaba è andato a voto in 22 occasioni, 15 di queste da titolare. Per lui 0 bonus, 1 espulsione e 2 ammonizioni con una MV del 5.82 e una FM del 5.73.
Gestione al Fantacalcio: purtroppo è reduce da una stagione terminata nel peggiore dei modi, con un brutto infortunio che lo costringerà a rimanere lontano dal terreno di gioco ancora per qualche mese. Inoltre per i nostri scopi è un profilo tutt'altro che appetibile sotto diversi aspetti. Virate su altro.
Note positive: lo acquisterete al prezzo minimo.
Note negative: condizioni fisiche non perfette, pochi bonus e tanti malus.
In chiave Mantra: pur ricoprendo un ruolo prezioso, ci sono molti profili che allo stesso prezzo possono offrirvi più garanzie."
6524,"Statistiche anno 23/24: nella scorsa stagione Zeroli ha disputato 37 partite con 7 gol, 3 assist e 10 ammonizioni.
Gestione al Fantacalcio: giovane talento che nel Milan potrebbe trovare davvero pochissimo spazio nel corso della stagione. Al Fantacalcio può stuzzicare solo per i continuativi, altrimenti meglio virare su altri profili.
Note positive: lo acquisterete al prezzo minimo.
Note negative: potrebbe chiudere la stagione serenamente con 0 presenze all'attivo.
In chiave Mantra: anche in questo caso meglio andare su altri profili."
6532,"Statistiche anno 23/24: nella scorsa stagione Buchanan è andato a voto in 7 occasioni, 0 di queste da titolare. Per lui 1 gol e 0 malus con una MV del 6.07 e una FM del 6.50.
Gestione al Fantacalcio: purtroppo si affaccia alla prossima stagione da infortunato. Frattura alla tibia che gli costerà uno stop di almeno quattro mesi. Dunque, nella migliore delle ipotesi, lo rivedremo tra novembre e dicembre. Anche senza infortunio sarebbe partito dietro a Darmian e Dumfries nelle gerarchie, motivo per cui vi consigliamo di sorvolare sul suo acquisto.
Note positive: sicuramente lo acquisterete al prezzo minimo.
Note negative: infortunato, rischio di ricadute e riserva.
In chiave Mantra: anche in questo caso, nonostante ricopra un ruolo molto utile, l'infortunio incide troppo sulla sua valutazione. Virate su altri profili."
6677,"Statistiche anno 23/24: nella scorsa stagione Adzic ha disputato 44 partite con 8 gol, 4 assist e 5 ammonizioni.
Gestione al Fantacalcio: giovane gioiello che ha stregato Motta nella pre-season. Nel ruolo di trequartista potrebbe trovare spazio nel corso della stagione in prima squadra, ma quasi sempre da subentrato e non con un minutaggio particolarmente ampio. Tuttavia è una scommessina che stuzzica gli ""scout"", soprattutto per Fanta continuativi oppure a listone.
Note positive: lo acquisterete al prezzo minimo, giovane calciatore dal grande talento.
Note negative: rischia seriamente di collezionare davvero pochissimi minuti, non partendo praticamente mai da titolare.
In chiave Mantra: in questo caso potrebbe risultare una scommessa appetibile solo per chi utilizza rose con numero di calciatori illimitato."
6678,"Statistiche anno 23/24: nella scorsa stagione Liberali ha disputato 41 presenze con 15 gol, 7 assist, 3 ammonizioni e 1 espulsione.
Gestione al Fantacalcio: giovanissimo trequartista dal grande talento che ha impressionato nella pre-season. Fonseca potrebbe decidere di includerlo nella prima squadra facendolo rientrare nelle rotazioni nel corso della stagione. Qualità cristalline al servizio del Milan, ma che al Fantacalcio possono stuzzicare solo coloro che partecipano a leghe di tipo continuativo. Al massimo una scommessina da un credito in tornei da almeno 12 partecipanti per l'ultimissimo slot.
Note positive: molto propenso al bonus, sa incidere anche da subentrato. Potrebbe portare a casa anche una decina di presenze.
Note negative: potrebbe giocare davvero pochissimo, praticamente mai da titolare.
In chiave Mantra: anche in questo caso parliamo al massimo di una scommessina per l'ultimissimo slot della propria rosa in leghe davvero molto numerose."
6834,
6839,"Statistiche anno 23/24: nella scorsa stagione Byar ha disputato 35 partite con 8 gol, 8 assist e 4 ammonizioni.
Gestione al Fantacalcio: giovane mezzala molto propensa a supportare la manovra offensiva. Attacca tanto l'area, si inserisce e può tornare utile a Italiano nel corso della stagione. Tuttavia, parliamo di una scommessina da ultimissimo slot in leghe abbastanza numerose.
Note positive: lo acquisterete al prezzo minimo. Molto incline al gol.
Note negative: potrebbe giocare pochissimo, soprattutto quasi mai da titolare.
In chiave Mantra: anche in questo caso parliamo di una scommessina da ultimissimo slot in leghe davvero molto numerose."
6872,
6891,"Statistiche anno 23/24: nella scorsa stagione Vos ha disputato 34 partite con 1 gol, 0 assist, 7 ammonizioni e 1 espulsione.
Gestione al Fantacalcio: giovanissimo mediano che proverà a ritagliarsi un minimo di spazio in prima squadra nel corso della stagione. Tutt'altro che scontata la possibilità di vederlo in campo spesso con i grandi. Al Fanta potrebbe rappresentare al massimo una scommessina da ultimissimo slot in leghe molto numerose e di tipo continuativo.
Note positive: lo acquisterete al prezzo minimo.
Note negative: c'è anche il rischio che possa chiudere la stagione con 0 presenze.
In chiave Mantra: anche in questo caso vi consigliamo di sorvolare sul suo acquisto, almeno inizialmente."
6903,"Statistiche anno 23/24: nella scorsa stagione Hasa ha disputato 40 partite con 2 gol, 7 assist e 8 ammonizioni.
Gestione al Fantacalcio: giovane gioiello di proprietà della Juve che spera di ritagliarsi un minimo di spazio in Serie A. Mezzala che nello scacchiere di Gotti potrebbe giocare soprattutto sulla trequarti, ma pronto ad adattarsi nel caso anche nei due in mediana. Giocatore duttile, ma molto giovane, che rischia di giocare davvero poco, soprattutto all'inizio. Una scommessina da ultimissimo slot in leghe davvero molto numerose.
Note positive: lo acquisterete al prezzo minimo.
Note negative: rischia di giocare davvero poco, quasi mai da titolare.
In chiave Mantra: anche in questo caso è un profilo sul quale, almeno inizialmente, si può sorvolare se non in leghe molto numerose."
6908,"Statistiche anno 23/24: nella scorsa stagione Atta ha disputato 27 partite con 3 gol, 3 assist e 0 malus.
Gestione al Fantacalcio: giovanissimo mediano che arriva all'Udinese per infoltire il pacchetto di centrocampo, ma che parte dietro nelle gerarchie vista la foltissima concorrenza. La sensazione è che possa giocare davvero poco, soprattutto da titolare. Al Fantacalcio è un profilo su cui, almeno inizialmente, si può serenamente sorvolare.
Note positive: lo acquisterete al prezzo minimo, incline al bonus.
Note negative: rischia di giocare molto poco, quasi mai da titolare, soprattutto nella prima parte di stagione.
In chiave Mantra: aumenta leggermente l'appeal essendo un mediano, ma parliamo di un acquisto da prendere in considerazione soltanto in leghe davvero molto numerose."
2764,"Statistiche anno 23/24: nella scorsa stagione Lautaro Martinez è andato a voto in 33 occasioni, 31 di queste da titolare. Per lui 24 gol, 2 assist, 5 ammonizioni e 1 rigore sbagliato con una MV del 6.65 e una FM del 8.73.
Gestione al Fantacalcio: c'è poco da dire. Capocannoniere della scorsa stagione, top assoluto e quasi sicuramente attaccante più pagato della prossima stagione. Primo slot assoluto, dunque prezzo altissimo. Se lo acquistate, vi conviene studiare a fondo questa guida perchè vi serviranno tanti profili low cost intriganti per completare il reparto. Ovviamente, se lo acquistate va schierato sempre (ricordatevi dei 4 gol da subentrato a Salerno nella scorsa stagione).
Note positive: garantisce 20 gol in campionato e forse è l'unico in Serie A, anche senza rigori.
Note negative: quando non porta bonus è spesso insufficiente (7 volte sotto il 6 nelle 12 partite in cui non ha segnato o fatto assist). In ogni stagione ha dei periodi di black out (nella scorsa 9 partite consecutive senza gol).
In chiave Mantra: anche in questo caso un top assoluto. Se lo acquistate, forse meglio prendere calciatori di contorno pronti a supportarlo, prediligendo dunque magari moduli con una sola punta."
2841,"Statistiche anno 23/24: nella scorsa stagione Vlahovic è andato a voto in 33 occasioni, 27 di queste da titolare. Per lui 16 gol, 3 assist, 2 rigori sbagliati, 1 espulsione e 6 ammonizioni con una MV del 6.18 e una FM del 7.42.
Gestione al Fantacalcio: centravanti titolare della Juventus, perno chiave della squadra di Motta. Potrebbe contendersi i rigori con Luiz, ma per le punizioni resta la prima scelta. In termini di gol potrebbe fare ancora meglio grazie alla filosofia del nuovo allenatore. Al Fantacalcio naturalmente parliamo di un primissimo slot.
Note positive: tiratore eccellente di punizioni, bomber di razza. La filosofia di Motta può esaltarlo.
Note negative: dovrebbe esser confermato rigorista, ma è tutt'altro che infallibile (2 sbagliati su 4 nella scorsa stagione). Occhio ai cartellini (6 gialli e 1 rosso)
In chiave Mantra: prima punta di livello altissimo, probabilmente sarà il centravanti più pagato dopo Lautaro. A prescindere dal modulo, sarà il vostro punto di riferimento assoluto."
2531,"Statistiche anno 23/24: nella scorsa stagione Lukaku è andato a voto in 32 occasioni, 30 di queste da titolare. Per lui 13 gol, 3 assist, 5 ammonizioni, 1 espulsione e 1 rigore sbagliato con una MV del 6.09 e una FM del 7.20.
Gestione al Fantacalcio: sarà il sostituto di Osimhen, ma con mansioni tattiche totalmente differenti. Il suo modo di giocare potrebbe sicuramente favorire gli inserimenti (più bonus in chiave fantacalcistica) sia di Kvara che di Neres/Politano. Utile alla squadra, ma pronto per piazzare anche i soliti (almeno) 10 gol stagioni. Al Fantacalcio per rendimento è un basso primo slot, ma la sensazione è che la cifra che sborserete per lui sarà da top 3.
Note positive: utile alla squadra, garantisce sempre almeno 10 gol a campionato. Rigorista.
Note negative: MV molto altalenante, occhio anche a qualche problemino fisico di troppo che si è presentato negli ultimi anni.
In chiave Mantra: anche in questo caso parliamo senza dubbio di un top nel suo ruolo. A prescindere dal modulo, darà sicuramente un vostro titolare di riferimento."
4871,"Statistiche anno 23/24: nella scorsa stagione Thuram è andato a voto in 35 occasioni, 34 di queste da titolare. Per lui 13 gol, 7 assist e 3 ammonizioni con una MV del 6.54 e una FM del 7.81.
Gestione al Fantacalcio: in poco tempo è diventato un top al Fanta e un perno inamovibile per Inzaghi. Il copione sarà simile anche nella prossima stagione. Con Taremi in agguato potrebbe saltare qualche partita in più dall'inizio, ma giocherà tanto e riuscirà ad offrire il solito bottino di bonus. E' probabilmente un primo slot, ma potrebbe esser pagato meno di diversi colleghi presenti nella stessa fascia. Sicuro andrà ad una cifra superiore alla scorsa stagione. Coppia con Taremi? Potrebbe costare davvero troppo.
Note positive: molto costante nella distribuzione dei bonus, affidabile anche per MV (solo 3 insufficienze in tutta la scorsa stagione).
Note negative: con Taremi in rosa potrebbe arrivare qualche panchina iniziale in più, soprattutto post Champions League.
In chiave Mantra: punta di primo livello, perfetto per chi gioca con due Pc. Un top camuffato, dal prezzo non altissimo, che si può affiancare ad un'altra punta di livello simile."
309,"Statistiche anno 23/24: nella scorsa stagione Dybala è andato a voto in 27 occasioni, 25 di queste da titolare. Per lui 13 gol, 9 assist e 3 ammonizioni con una MV del 6.48 e una FM del 8.20.
Gestione al Fantacalcio: c'è poco da dire, parliamo di un top indiscusso anche al Fantacalcio. Appena un gradino sotto il podio dei più quotati, si candida per essere ancora una volta uno dei migliori per FM. Naturalmente parliamo di un primo slot, leggermente più economico probabilmente rispetto ai centravanti super top. Con Soulè potrebbe spostarsi a destra o pestarsi i piedi? No, due così possono coesistere serenamente e anche qualora partisse da destra può fare comunque la differenza senza troppi problemi.
Note positive: rigorista impeccabile (7 su 7). Pronto a garantire 20 bonus totali. Per MV sempre uno dei migliori (appena 5 insufficienze nella scorsa stagione).
Note negative: l'unica grande nota negativa relativa ad un suo acquisto riguarda le condizioni fisiche, in ogni stagione infatti salta spesso dalle 5 alle 15 partite per infortunio.
In chiave Mantra: anche in questo caso parliamo di un top indiscusso nel suo ruolo. Si gioca lo scettro di A più pagata."
6675,"Statistiche anno 23/24: nella scorsa stagione Dovbyk ha disputato 41 partite con 25 gol, 10 assist e 2 ammonizioni.
Gestione al Fantacalcio: reduce dalla migliore annata della sua carriera, approda a Roma per il ruolo di centravanti titolare. Delle 25 reti 7 sono arrivate da rigore, ma la prima scelta dovrebbe essere ancora Dybala in questo senso. Lui si candida per essere un primo slot, pronto anche a garantire assistenza ai fantasisti alle sue spalle. Un calciatore completo che può regalare soddisfazioni.
Note positive: ci aspettiamo possa raggiungere 15/20 bonus totali. Un primo slot che per rapporto qualità-prezzo potrebbe rivelarsi un ottimo affare.
Note negative: alla prima stagione in Serie A non è detto che riesca a fare subito bene, soprattutto in termini di gol.
In chiave Mantra: a prescindere dal modulo, sarà il vostro titolare di riferimento in questo ruolo. Forse, il prezzo potrebbe essere meno basso rispetto agli altri top e ciò vi permetterebbe di affiancarlo ad un altro profilo praticamente dello stesso livello (A o Pc)."
5839,"Statistiche anno 23/24: nella scorsa stagione Kvaratskhelia è andato a voto in 34 occasioni, 32 di queste da titolare. Per lui 11 gol, 5 assist e 8 ammonizioni con una MV del 6.25 e una FM del 7.25.
Gestione al Fantacalcio: sarà la stella anche con Conte. Il tecnico del Napoli valorizza tanto gli esterni e con lui il georgiano potrebbe raggiungere livelli ancor più alti rispetto al solito. Primo slot? Per noi si. Avrà un rendimento probabilmente da top di ruolo, ma forse potreste riuscire a pagarlo molto meno dei classici centravanti primi slot.
Note positive: offre garanzie sotto tantissimi punti di vista. Nella migliore delle ipotesi potrebbe anche raggiungere doppia cifra di gol e assist. Un top indiscusso.
Note negative: occhio ai cartellini gialli (8 nella scorsa stagione), con la filosofia di Conte potrebbero non diminuire, anzi.
In chiave Mantra: anche in questo caso è un top di ruolo, pronto a giocarsi lo scettro di A più pagata con altri 2/3. Qualsiasi sia il modulo che utilizzerete sarà ovviamente uno dei vostri punti fermi."
